id,price
0,7.088264000000011
1,8.346748999999969
2,7.6378300000000285
3,8.460906000000062
4,9.559110999999971
5,8.416035000000008
6,6.105676999999983
7,9.27036599999999
8,8.872591999999967
9,8.901283000000015
10,8.466384000000039
11,7.503845999999963
12,9.276162000000028
13,7.923523999999992
14,9.577359999999985
15,6.878332000000014
16,6.597972999999985
17,6.41798199999994
18,8.64285599999999
19,8.376147000000064
20,6.867561000000008
21,6.268151999999972
22,9.418034000000025
23,7.584144999999891
24,9.154106999999984
25,6.492746000000046
26,7.859485999999975
27,8.169369000000042
28,6.732241999999987
29,8.88067900000004
30,8.508798999999994
31,8.453607999999978
32,9.617712999999933
33,8.474123000000024
34,7.90347499999995
35,6.380312999999955
36,7.983343000000038
37,6.469578999999987
38,8.78790500000002
39,7.173878999999979
40,6.751768999999971
41,7.861117999999929
42,8.996986999999951
43,8.264610999999984
44,6.225698999999939
45,8.31875399999998
46,8.90454100000008
47,7.341558000000028
48,8.387419000000005
49,6.196016999999996
50,7.728576999999978
51,8.329439999999945
52,8.674846999999984
53,7.73410200000002
54,7.955021999999974
55,8.276437999999962
56,7.989491999999994
57,9.519460000000002
58,7.809415999999947
59,7.167675999999929
60,7.568669000000024
61,7.612604000000059
62,7.485710000000009
63,8.410801000000019
64,8.217301999999995
65,8.68671699999994
66,8.50063200000008
67,6.950218000000025
68,7.621331000000011
69,6.707146000000005
70,7.885879999999967
71,7.074826000000022
72,7.534812000000017
73,9.612728999999991
74,7.063691000000023
75,6.348084000000034
76,6.642389000000001
77,6.285303999999985
78,8.99621999999994
79,8.468938000000005
80,6.651478000000007
81,8.344327000000009
82,6.906277000000055
83,6.7879749999999435
84,6.375769
85,7.697912000000002
86,7.861436000000036
87,8.531537000000009
88,7.120484000000007
89,6.234514000000028
90,7.091177000000064
91,6.820407000000018
92,5.9530589999999695
93,6.528533000000025
94,6.372352999999968
95,6.8470539999999245
96,8.399237999999983
97,6.509089000000031
98,8.345596000000011
99,7.828059999999975
100,7.312668000000019
101,8.138257999999997
102,8.530035000000016
103,7.900725000000069
104,8.299313000000017
105,7.745713000000006
106,7.725530000000021
107,7.510730000000029
108,8.667951999999971
109,7.3635960000000145
110,6.847471999999971
111,6.22715099999998
112,7.991744000000027
113,6.869717000000001
114,6.443320999999994
115,6.188546999999958
116,6.166402999999989
117,8.536680999999978
118,6.337963999999992
119,6.880913000000037
120,6.716159999999948
121,9.077229000000024
122,6.5513779999998825
123,9.185704000000074
124,7.885120000000012
125,8.156114999999941
126,7.40407199999992
127,8.281951999999993
128,6.986221000000039
129,6.680150000000017
130,8.376054000000002
131,7.763075000000032
132,8.310989999999979
133,8.079291999999969
134,9.644815000000017
135,6.624970999999984
136,7.550900000000008
137,9.087314
138,7.518526000000029
139,6.6317849999999465
140,8.687356000000003
141,6.992350000000019
142,7.483043999999981
143,8.525171999999973
144,7.9437610000000465
145,9.20750200000004
146,6.843300000000007
147,8.436865999999947
148,6.919835000000057
149,6.423689999999998
150,7.630108000000043
151,6.672279000000007
152,9.472728000000014
153,8.726501999999977
154,6.639783000000007
155,6.613920000000018
156,6.792584000000046
157,7.815403000000031
158,7.432404999999949
159,7.114543000000013
160,6.853233999999989
161,7.520906999999954
162,8.281052000000031
163,8.76066199999993
164,6.669981000000031
165,6.199845000000033
166,9.275834000000017
167,6.2509740000000225
168,8.662899000000007
169,6.306469000000039
170,6.883699999999976
171,8.875044999999977
172,8.073764000000004
173,9.605750999999975
174,7.08503600000002
175,7.8006789999999455
176,8.329172
177,7.106391000000045
178,7.327243000000063
179,7.80226499999993
180,8.609862999999983
181,6.667133000000032
182,8.740135999999952
183,7.363241000000048
184,6.21621300000001
185,6.811499000000011
186,6.337889999999985
187,6.479084000000022
188,7.543919999999973
189,6.248679999999963
190,8.467106000000014
191,7.997855999999984
192,9.420056000000008
193,6.516597999999875
194,7.59530400000004
195,7.844199999999968
196,8.33324900000004
197,8.080040999999921
198,6.4987499999998946
199,7.753791999999983
200,7.997145999999972
201,8.022379999999957
202,7.123371999999971
203,6.397310000000006
204,9.62212699999998
205,8.280238000000045
206,9.659209000000043
207,9.379204999999939
208,8.480908000000007
209,7.270391999999991
210,8.711860000000048
211,7.8854410000000685
212,7.409922000000031
213,8.072066000000017
214,8.112478999999999
215,6.90639699999999
216,7.676815999999966
217,7.168879000000014
218,6.557587000000002
219,6.763277999999997
220,7.950646999999998
221,8.646159999999947
222,7.46215699999994
223,6.222580000000022
224,8.11856399999997
225,8.219999999999963
226,7.977711000000028
227,8.19384099999999
228,6.948541000000027
229,9.036883999999938
230,8.26486399999997
231,8.958830999999993
232,6.573727999999956
233,6.858058999999942
234,7.774138999999968
235,8.366637999999977
236,6.602181999999916
237,6.697339000000026
238,6.574719999999978
239,9.44838900000003
240,7.5777740000000025
241,6.815396000000011
242,6.475460000000032
243,7.8865950000000025
244,8.28813299999999
245,7.568603000000012
246,7.913491999999992
247,7.8675449999999785
248,7.956349999999994
249,6.703743000000035
250,6.7647850000000185
251,7.235961000000025
252,7.753976000000016
253,6.509826000000103
254,8.355712000000027
255,6.217527000000012
256,8.996007999999941
257,7.778630999999985
258,6.720819000000003
259,6.565926000000031
260,7.271719000000073
261,6.895503999999976
262,9.53604
263,9.42588700000004
264,8.311903999999966
265,9.627194000000088
266,8.206325999999956
267,7.35324800000004
268,8.90930400000001
269,9.314433000000006
270,6.344192000000019
271,8.739335999999993
272,6.608911000000002
273,8.262256999999995
274,7.556735999999983
275,8.479324999999971
276,8.527579000000006
277,6.544287999999968
278,7.955718999999968
279,7.7028980000000296
280,7.4260669999999225
281,6.829806999999938
282,7.605727000000022
283,8.912409000000022
284,6.199636999999927
285,8.60857500000003
286,7.787566000000011
287,8.450886000000043
288,8.788336000000028
289,7.9344700000000135
290,7.421587999999995
291,7.697783000000021
292,7.720090999999964
293,6.944515999999947
294,6.138117000000031
295,8.78441600000002
296,6.867441000000014
297,6.308019000000037
298,6.959813999999978
299,7.417411999999983
300,7.734545999999977
301,7.402797000000018
302,8.497104999999962
303,9.066897000000017
304,7.463230000000054
305,9.620652999999992
306,8.648604000000034
307,8.63788400000004
308,7.412171000000072
309,6.507086000000013
310,7.197678000000004
311,9.722854000000025
312,7.470175000000017
313,8.355926000000006
314,8.822350999999895
315,6.566420000000006
316,6.292207999999943
317,6.580713000000046
318,8.098091999999971
319,9.419755999999996
320,8.555560000000009
321,7.444138000000023
322,7.62067700000002
323,7.844529000000009
324,6.287946000000043
325,8.615086999999955
326,7.959997999999988
327,9.346755999999994
328,7.015257999999972
329,6.54160000000004
330,9.09260599999995
331,8.459451000000037
332,7.165855999999963
333,8.11691500000002
334,9.533266999999997
335,8.25272099999998
336,8.486901999999969
337,7.934373999999988
338,9.092664999999993
339,8.395194999999996
340,9.137731999999996
341,6.248189999999995
342,6.66265500000006
343,9.553703999999989
344,6.82403400000001
345,8.03583000000001
346,6.410965000000115
